Title,URL,Category,Sub-Category,Level,Skills,Site
Algebra and Differential Calculus for Data Science,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science?specialization=expressway-to-data-science-essential-math,Math and Logic,Math and Logic,,"Integrals,Derivatives,Algebra,Matrix Algebra,Numerical Analysis,",Coursera
Analyzing Big Data with SQL,https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries?specialization=cloudera-big-data-analysis-sql,Data Science,Data Analysis,,"Apache Hive,Apache Impala,Data Analysis,Big Data,SQL,",Coursera
Essentials of Entrepreneurship: Thinking & Action,https://www.coursera.org/learn/entrepreneurial-thinking?specialization=career-success,Business,Entrepreneurship,,"Strategic Management,Management,Marketing,Entrepreneurship,",Coursera
Microsoft Azure Management Tools and Security Solutions,https://www.coursera.org/learn/microsoft-azure-management-security?specialization=microsoft-azure-fundamentals-az-900,Information Technology,Cloud Computing,,"Cloud Computing Security,Artificial Intelligence (AI),Microsoft Azure,Internet Of Things (IOT),",Coursera
Gender Analytics Capstone Project,https://www.coursera.org/learn/gender-analytics-capstone?specialization=gender-analytics,Business,Business Essentials,,"Gender Based Analysis,Analytics,Design Thinking,Change Management,Innovation,",Coursera
Analyze Datasets and Train ML Models using AutoML,https://www.coursera.org/learn/automl-datasets-ml-models?specialization=practical-data-science,Data Science,Machine Learning,,"Statistical Data Bias Detection,Multi-class Classification with FastText and BlazingText,Data ingestion,Exploratory Data Analysis,Automated Machine Learning (AutoML),",Coursera
Writing in First Person Point of View,https://www.coursera.org/learn/first-person-pov?specialization=memoir-personal-essay,Arts and Humanities,Music and Art,,"English Language,Creative Writing,Storytelling,memoir,",Coursera
Bioconductor for Genomic Data Science,https://www.coursera.org/learn/bioconductor?specialization=genomic-data-science,Data Science,Data Analysis,,"Bioinformatics,Bioconductor,Genomics,R Programming,",Coursera
Renewable Energy Technology Fundamentals,https://www.coursera.org/learn/renewable-energy-technology-fundamentals?specialization=renewable-energy,Physical Science and Engineering,Environmental Science and Sustainability,,"Renewable Energy,Energy storage,Solar Energy,Wind Energy,Renewable Energy Techologies,",Coursera
Tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=introduction-data-science,Data Science,Data Analysis,,"Data Science,Github,Python Programming,Jupyter notebooks,Rstudio,",Coursera
Gender Analytics for Innovation,https://www.coursera.org/learn/gender-analytics-innovation?specialization=gender-analytics,Business,Business Essentials,,"Business Analytics,Intersectional Analysis,Gender Based Analysis,Leadership Development,Innovation,",Coursera
Multi-Axis CNC Toolpaths,https://www.coursera.org/learn/multi-axis-cnc-toolpaths?specialization=autodesk-cad-cam-manufacturing,Physical Science and Engineering,Mechanical Engineering,,"Computer-aided manufaturing,Engineering,Manufacturing process,Autodesk Fusion 360,Mechanical Engineering,",Coursera
Advanced Business Strategy,https://www.coursera.org/learn/uva-darden-advanced-business-strategy?specialization=business-strategy,Business,Business Strategy,,"Strategic Management,Strategic Thinking,Business Strategy,business competition,",Coursera
Optimizing a Website for Google Search,https://www.coursera.org/learn/optimizing-web-search?specialization=seo,Business,Marketing,,"Keyword Research,Marketing,Content Marketing,Mathematical Optimization,",Coursera
Consulting Tools and Tips,https://www.coursera.org/learn/management-consulting-tools-and-tips?specialization=managementconsulting,Business,Business Strategy,,"Management Consulting,Benchmarking,Business Strategy,Consulting,Industry Analysis,",Coursera
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-platform?specialization=iot,Computer Science,Software Development,,"Computer Programming,Python Programming,Internet Of Things (IOT),Raspberry Pi,",Coursera
Renewable Power and Electricity Systems,https://www.coursera.org/learn/renewable-power-electricity-systems?specialization=renewable-energy,Physical Science and Engineering,Environmental Science and Sustainability,,"Electricity systems,Wind Power,Renewable Energy,Solar Energy,Sustainable Energy,",Coursera
Inspiring Peak Performance on Technical Teams,https://www.coursera.org/learn/real-world-engineering-management-2?specialization=real-world-engineering-management,Computer Science,Software Development,,"People Management,Business Strategy,Cloud Engineering,Software Engineering,Program Management,",Coursera
Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud?specialization=devops-cloud-and-agile-foundations,Information Technology,Cloud Computing,,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,",Coursera
Introduction to Google SEO,https://www.coursera.org/learn/search-engine-optimization?specialization=seo,Business,Marketing,,"Search Algorithm,Search Engine Optimization (SEO),Mathematical Optimization,Semantics,",Coursera
Building Database Applications in PHP,https://www.coursera.org/learn/database-applications-php?specialization=web-applications,Computer Science,Mobile and Web Development,,"Hypertext Preprocessor (PHP),Create, Read, Update And Delete,MySQL,",Coursera
Robotics: Perception,https://www.coursera.org/learn/robotics-perception?specialization=robotics,Physical Science and Engineering,Mechanical Engineering,,"Computer Vision,Estimation,Random Sample Consensus (Ransac),Geometry,",Coursera
Project Management: Control using the Earned Value and Risk,https://www.coursera.org/learn/control-and-replan-using-earned-value-and-risk?specialization=project-management-tools-approaches-skills,Business,Leadership and Management,,"Planning,Cost Control,Project Risk Management,Earned Value Management (EVMT),Project Management,",Coursera
Security Operations,https://www.coursera.org/learn/security-operations?specialization=certified-in-cybersecurity,Information Technology,Security,,"Asset,Cryptography,Data Security,security,",Coursera
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling?specialization=wharton-business-financial-modeling,Business,Business Essentials,,"Modeling,Linear Regression,Probabilistic Models,Regression Analysis,",Coursera
Reproducible Research,https://www.coursera.org/learn/reproducible-research?specialization=jhu-data-science,Data Science,Data Analysis,,"Knitr,Data Analysis,R Programming,Markup Language,",Coursera
Effective Problem-Solving and Decision-Making,https://www.coursera.org/learn/problem-solving?specialization=project-management-success,Business,Business Essentials,,"Decision Theory,analysis,Decision-Making,Problem Solving,Critical Thinking,",Coursera
Statistical Inference,https://www.coursera.org/learn/statistical-inference?specialization=jhu-data-science,Data Science,Probability and Statistics,,"Statistics,Statistical Inference,Statistical Hypothesis Testing,",Coursera
Python Programming Essentials,https://www.coursera.org/learn/python-programming?specialization=introduction-scripting-in-python,Computer Science,Software Development,,"Codeskulptor,Python Syntax And Semantics,Python Programming,Debugging,",Coursera
"Speak English Professionally: In Person, Online & On the Phone",https://www.coursera.org/learn/speak-english-professionally?specialization=improve-english,Language Learning,Learning English,,"Stress,Communication,Presentation,Public Speaking,",Coursera
Advanced Deployment Scenarios with TensorFlow,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow?specialization=tensorflow-data-and-deployment,Computer Science,Software Development,,"TensorFlow Serving,Machine Learning,federated learning,TensorFlow Hub,TensorBoard,",Coursera
Communicating Your Best Self ,https://www.coursera.org/learn/communicatingyourbestself?specialization=communicationforeveryone,Personal Development,Personal Development,,"Using video meetings to communicate,Using email to communicate,Communicating with others in person,",Coursera
Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai?specialization=key-technologies-for-business,Data Science,Machine Learning,,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,",Coursera
Financial Accounting: Advanced Topics,https://www.coursera.org/learn/financial-accounting-advanced?specialization=financial-management,Business,Finance,,"Cash Flow,Financial Accounting,Cash Flow Statement,Financial Statement,",Coursera
Introduction to Digital Transformation Part 2,https://www.coursera.org/learn/digital-transformation-part-2?specialization=digital-strategy,Business,Business Strategy,,"Business Transformation,Cloud Platforms,Digital Strategy,Data Integrity,",Coursera
Financial Accounting: Foundations,https://www.coursera.org/learn/financial-accounting-basics?specialization=financial-management,Business,Finance,,"Financial Accounting,Accounting,Accrual,Financial Statement,",Coursera
Linear Regression and Modeling ,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,Data Science,Data Analysis,,"Statistics,Linear Regression,R Programming,Regression Analysis,",Coursera
Principles of Public Relations,https://www.coursera.org/learn/principles-of-public-relations?specialization=introduction-to-public-relations-and-the-media,Business,Marketing,,"Press Release,Public Relations,Branding,Influencers,",Coursera
Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops?specialization=devops-cloud-and-agile-foundations,Computer Science,Software Development,,"Test-Driven Development,CI/CD,Behavior-Driven Development,Devops,",Coursera
Healthy and Sustainable Foods,https://www.coursera.org/learn/healthy-sustainable-foods?specialization=healthy-sustainable-foods-products,Health,Public Health,,"Environmental Impact Assessment,Sustainability,Environmental Health,Diets,",Coursera
Introduction to Automated Analysis,https://www.coursera.org/learn/automated-analysis?specialization=software-testing-automation,Computer Science,Software Development,,"Software Testing,Formal Verification,Test Automation,",Coursera
